Date,Text,Normalized_Text_NLTK,Normalized_Text_Slang
04/2024,"Kopken tuh enak strong kopinya kerasa, tapi juga lembut gitu ga keras, soalnya yg lain kadang bikin sesek, cocok2an si. Kemaren sempet tomoro juga lumayan deh nyaman minumnya",kopken tuh enak strong kopinya kerasa tapi juga lembut gitu ga keras soalnya yg lain kadang bikin sesek cocokan si kemaren sempet tomoro juga lumayan deh nyaman minumnya,kopi kenangan tuh enak strong kopinya kerasa tapi juga lembut gitu tidak keras soalnya yang lain kadang bikin sesek cocokan si kemarin sempat tomoro juga lumayan deh nyaman minumnya
04/2024,"Fore (butterscotch sea salt latte, coconut latte) kopken (kopken mantan less sugar) point coffe (kopi nya enak tp lupa variant nya + matcha latte nya juara)",fore butterscotch sea salt latte coconut latte kopken kopken mantan less sugar point coffe kopi nya enak tp lupa variant nya  matcha latte nya juara,fore butterscotch sea salt latte coconut latte kopi kenangan kopi kenangan mantan kurang gula point coffe kopi nya enak tapi lupa variant nya matcha latte nya juara
04/2024,"1. Merk apa aja, yang pasti: Flat white atau Piccolo, espresso nya 2 2. Fore: Irish Latte & Butterscoth Sea Salt Latte", merk apa aja yang pasti flat white atau piccolo espresso nya   fore irish latte  butterscoth sea salt latte,merk apa saja yang pasti flat white atau piccolo espresso nya fore irish latte butterscoth sea salt latte
04/2024,1. Point 2. Janji jiwa 3. Fore, point  janji jiwa  fore,point janji jiwa fore
04/2024,fore & tuku udh paling besssssssst,fore  tuku udh paling besssssssst,fore tuku sudah paling besssssssst
04/2024,Fore esspresonya mantab,fore esspresonya mantab,fore esspresonya mantab
04/2024,"Fore enak banget, apalagi karna ada org yg suka ngasih itu hehehe",fore enak banget apalagi karna ada org yg suka ngasih itu hehehe,fore enak banget apalagi karena ada org yang suka memberikan itu hehehe
04/2024,fore sama point untuk diriku yg gakuat strong,fore sama point untuk diriku yg gakuat strong,fore sama point untuk diriku yang gakuat strong
04/2024,"Arabica doang yg masih best dilidah gue untuk saat ini, beberapa bulan lalu pernah nyoba tomoro sempet bisa ngalahin dan harganya amat sangat murah buat gue, cuma kok kemanisan",arabica doang yg masih best dilidah gue untuk saat ini beberapa bulan lalu pernah nyoba tomoro sempet bisa ngalahin dan harganya amat sangat murah buat gue cuma kok kemanisan,arabica doang yang masih best dilidah aku untuk saat ini beberapa bulan lalu pernah nyoba tomoro sempat bisa ngalahin dan harganya amat sangat murah buat aku cuma kok kemanisan
04/2024,fore woi enak banget,fore woi enak banget,fore woi enak banget
04/2024,kemarin baru nyoba fore trnyataa enakkk tp lupa barian apa soalnya dibeliin xixixi,kemarin baru nyoba fore trnyataa enakkk tp lupa barian apa soalnya dibeliin xixixi,kemarin baru nyoba fore trnyataa enakkk tapi lupa barian apa soalnya dibeliin tertawa
04/2024,Kopi kenangan & point,kopi kenangan  point,kopi kenangan point
04/2024,Fore point dan tuku,fore point dan tuku,fore point dan tuku
04/2024,kopi kenangan always,kopi kenangan always,kopi kenangan always
04/2024,"Fore, point, kopi soe",fore point kopi soe,fore point kopi soe
04/2024,"Fore, point, kopken yang paling cocok di gua",fore point kopken yang paling cocok di gua,fore point kopi kenangan yang paling cocok di saya
04/2024,Kopi kenangan sm point 11 12 sih. Oke buat di repeat order,kopi kenangan sm point   sih oke buat di repeat order,kopi kenangan sama point sih oke buat di repeat order
04/2024,fore enak bgt! tapi boncos aing kl fore mulu,fore enak bgt tapi boncos aing kl fore mulu,fore enak banget tapi boncos saya kalau fore melulu
04/2024,"Fore, kulo . Sebetulnya ada satu lagi sih tapi cuman di bogor yaitu popolo. Enak banget",fore kulo  sebetulnya ada satu lagi sih tapi cuman di bogor yaitu popolo enak banget,fore kulo sebetulnya ada satu lagi sih tapi cuman di bogor yaitu popolo enak banget
04/2024,kopken (juwara beans) tuku fore (enak dia gurih) janjiw . . . . . . . . . . . . . kopi abc susu . . . . . . tomoro,kopken juwara beans tuku fore enak dia gurih janjiw              kopi abc susu       tomoro,kopi kenangan juwara beans tuku fore enak dia gurih janjiw kopi abc susu tomoro
04/2024,"Gatau kenapa cinta bgt sama tomoro pokoknya yg kopi bgt, kya americano nya juga enak",gatau kenapa cinta bgt sama tomoro pokoknya yg kopi bgt kya americano nya juga enak,gatau kenapa cinta banget sama tomoro pokoknya yang kopi banget kya americano nya juga enak
04/2024,Fore sama kopi jaya,fore sama kopi jaya,fore sama kopi jaya
04/2024,"1. Point Coffee (kopi pandan) 2. & Tapi kalo favorite gua kopi caramel di Orso cuma ada di Balikpapan coffee shopnya. Kopi caramel nya beda dari yang lain. Blm ada yg bisa menandingi, semenjak kenal kopi itu ga pernah lagi beli kopi rasa caramel. Demi allah enak banget tu kopi", point coffee kopi pandan   tapi kalo favorite gua kopi caramel di orso cuma ada di balikpapan coffee shopnya kopi caramel nya beda dari yang lain blm ada yg bisa menandingi semenjak kenal kopi itu ga pernah lagi beli kopi rasa caramel demi allah enak banget tu kopi,point coffee kopi pandan tapi kalau favorite saya kopi caramel di orso cuma ada di balikpapan coffee shopnya kopi caramel nya beda dari yang lain belum ada yang bisa menandingi semenjak kenal kopi itu tidak pernah lagi beli kopi rasa caramel demi allah enak banget tu kopi
04/2024,yang pernah ku cobain cuma janji jiwa sama kopi kenangan,yang pernah ku cobain cuma janji jiwa sama kopi kenangan,yang pernah ku cobain cuma janji jiwa sama kopi kenangan
04/2024,"Belum ketemu tuku enaknya dimana, fore butterscotch sea salt itu kopi terenak yg pernah masuk lidah gw",belum ketemu tuku enaknya dimana fore butterscotch sea salt itu kopi terenak yg pernah masuk lidah gw,belum ketemu tuku enaknya dimana fore butterscotch sea salt itu kopi terenak yang pernah masuk lidah saya
04/2024,"1. Tuku!!! ( belum nemu kopi susu gula aren yg lebih enak dari tuku versi gue ) 2. Fore butterscotch latte ( ekstra sea salt cream, less ice) enakk bgt tapi kalorinya gausah dipikirin 3. point coffee ( menu apa aja enak di point, sering promo, sering diskon)", tuku  belum nemu kopi susu gula aren yg lebih enak dari tuku versi gue   fore butterscotch latte  ekstra sea salt cream less ice enakk bgt tapi kalorinya gausah dipikirin  point coffee  menu apa aja enak di point sering promo sering diskon,tuku belum nemu kopi susu gula aren yang lebih enak dari tuku versi aku fore butterscotch latte ekstra sea salt cream kurang ice enakk banget tapi kalorinya gausah dipikirin point coffee menu apa saja enak di point sering promo sering diskon
04/2024,"1. Tuku!!! ( belum nemu kopi susu gula aren yg lebih enak dari tuku versi gue ) 2. Fore butterscotch latte ( ekstra sea salt cream, less ice) enakk bgt tapi kalorinya gausah dipikirin 3. point coffee ( menu apa aja enak di point, sering promo, sering diskon)", tuku  belum nemu kopi susu gula aren yg lebih enak dari tuku versi gue   fore butterscotch latte  ekstra sea salt cream less ice enakk bgt tapi kalorinya gausah dipikirin  point coffee  menu apa aja enak di point sering promo sering diskon,tuku belum nemu kopi susu gula aren yang lebih enak dari tuku versi aku fore butterscotch latte ekstra sea salt cream kurang ice enakk banget tapi kalorinya gausah dipikirin point coffee menu apa saja enak di point sering promo sering diskon
04/2024,"Kopi Nako, Fore, Tuku",kopi nako fore tuku,kopi nako fore tuku
04/2024,"cuma kopken dan fore, klo yg lokal di palembang ada kopi agam itu enak bgtttt",cuma kopken dan fore klo yg lokal di palembang ada kopi agam itu enak bgtttt,cuma kopi kenangan dan fore kalau yang lokal di palembang ada kopi agam itu enak bgtttt
04/2024,"Calf, tuku, fore & FM itu bestt",calf tuku fore  fm itu bestt,calf tuku fore fm itu bestt
04/2024,kopken sm point sih kalo pengen yg gurih-gurih baru tuku trus kalo pengen yg biasa aja yg penting kopi itu ksk janji jiwa kalo promo 9rb tomoro kalo diskon dan deket dari rumah hehehehe,kopken sm point sih kalo pengen yg gurihgurih baru tuku trus kalo pengen yg biasa aja yg penting kopi itu ksk janji jiwa kalo promo rb tomoro kalo diskon dan deket dari rumah hehehehe,kopi kenangan sama point sih kalau pengen yang gurihgurih baru tuku terus kalau pengen yang biasa saja yang penting kopi itu ksk janji jiwa kalau promo rb tomoro kalau diskon dan deket dari rumah hehehehe
04/2024,"Yg % belum pernah nyobain karena belum nemu outletnya.. Kalo versi aku urutannya teratas gini 1. Point Coffee 2. KSK Fami Cafe 3. TUKU/JANJIW (Beda outlet beda rasa, inkonsisten)",yg  belum pernah nyobain karena belum nemu outletnya kalo versi aku urutannya teratas gini  point coffee  ksk fami cafe  tukujanjiw beda outlet beda rasa inkonsisten,yang belum pernah nyobain karena belum nemu outletnya kalau versi aku urutannya teratas gini point coffee ksk fami cafe tukujanjiw beda outlet beda rasa inkonsisten
04/2024,1. Tomoro 2. Fore 3. Point Dah itu cukup, tomoro  fore  point dah itu cukup,tomoro fore point deh itu cukup
04/2024,fore sama tomoro masi jd kaporit w si,fore sama tomoro masi jd kaporit w si,fore sama tomoro masi jadi kaporit w si
04/2024,Ihhh kopi kenangan Ama point' juga enak,ihhh kopi kenangan ama point juga enak,ihhh kopi kenangan sama point juga enak
04/2024,"dua kecintaanku, nomor satunya tetep tomoro",dua kecintaanku nomor satunya tetep tomoro,dua kecintaanku nomor satunya tetep tomoro
04/2024,Anomali-arabica-tuku-fore-tomoro-point,anomaliarabicatukuforetomoropoint,anomaliarabicatukuforetomoropoint
04/2024,Fore Point Janjiw Tomoro,fore point janjiw tomoro,fore point janjiw tomoro
04/2024,Fore coffee sih pertama kali tau karena cewe gw beli haha,fore coffee sih pertama kali tau karena cewe gw beli haha,fore coffee sih pertama kali tahu karena cewek saya beli tertawa
04/2024,Fore dan tukuuy,fore dan tukuuy,fore dan tukuuy
04/2024,"Kopken, janjiw manis bgt kaya orang lg minum gula. Kopi nako watery. Tommorow kopi all enak tp b aja. Point enak dan strong rekomen kl males manual brew. Fore enak dan manisnya pas tp kurang strong. Kalau mah creamy tp masih enak : Sapporo Kopi konnichiwa.",kopken janjiw manis bgt kaya orang lg minum gula kopi nako watery tommorow kopi all enak tp b aja point enak dan strong rekomen kl males manual brew fore enak dan manisnya pas tp kurang strong kalau mah creamy tp masih enak  sapporo kopi konnichiwa,kopi kenangan janjiw manis banget kaya orang lagi minum gula kopi nako watery tommorow kopi all enak tapi b saja point enak dan strong rekomen kalau males manual brew fore enak dan manisnya pas tapi kurang strong kalau mah creamy tapi masih enak sapporo kopi konnichiwa
04/2024,fore sama tomoro terbaik sih,fore sama tomoro terbaik sih,fore sama tomoro terbaik sih
04/2024,"kopi kenangan agak kurang Tomoro, fore, So-so aja. (kecuali kalo rasa tertentu enak bgt) Tuku emang seeenak itu. Kalo rela ngeluarin lebih coba Commonground karna enak bgt, lattenya tanpa gula udah manis bgt Yang jelas STARRBUCK GA PERLU DIBELI LAGIIII!! Sama cobain es kopis",kopi kenangan agak kurang tomoro fore soso aja kecuali kalo rasa tertentu enak bgt tuku emang seeenak itu kalo rela ngeluarin lebih coba commonground karna enak bgt lattenya tanpa gula udah manis bgt yang jelas starrbuck ga perlu dibeli lagiiii sama cobain es kopis,kopi kenangan agak kurang tomoro fore soso saja kecuali kalau rasa tertentu enak banget tuku emang seeenak itu kalau rela ngeluarin lebih coba commonground karena enak banget lattenya tanpa gula sudah manis banget yang jelas starrbuck tidak perlu dibeli lagiiii sama cobain es kopis
04/2024,"kopi kenangan agak kurang Tomoro, fore, So-so aja. (kecuali kalo rasa tertentu enak bgt) Tuku emang seeenak itu. Kalo rela ngeluarin lebih coba Commonground karna enak bgt, lattenya tanpa gula udah manis bgt Yang jelas STARRBUCK GA PERLU DIBELI LAGIIII!! Sama cobain es kopis",kopi kenangan agak kurang tomoro fore soso aja kecuali kalo rasa tertentu enak bgt tuku emang seeenak itu kalo rela ngeluarin lebih coba commonground karna enak bgt lattenya tanpa gula udah manis bgt yang jelas starrbuck ga perlu dibeli lagiiii sama cobain es kopis,kopi kenangan agak kurang tomoro fore soso saja kecuali kalau rasa tertentu enak banget tuku emang seeenak itu kalau rela ngeluarin lebih coba commonground karena enak banget lattenya tanpa gula sudah manis banget yang jelas starrbuck tidak perlu dibeli lagiiii sama cobain es kopis
04/2024,1. Tuku 2. Fore 3. %, tuku  fore  ,tuku fore
04/2024,"kopken, fore, janjiw (krn sering diskon)",kopken fore janjiw krn sering diskon,kopi kenangan fore janjiw karena sering diskon
04/2024,1. tuku 2. calf 3. point 4. fore 5. kopi jago sisanya air comberan, tuku  calf  point  fore  kopi jago sisanya air comberan,tuku calf point fore kopi jago sisanya air comberan
04/2024,1. TUKU (Kopsu tetangga & Caramel macchiato) 2. FORE (Butterscotch seasalt latte), tuku kopsu tetangga  caramel macchiato  fore butterscotch seasalt latte,tuku kopsu tetangga caramel macchiato fore butterscotch seasalt latte
04/2024,Baru coba bbrp tp gue sebagai penikmat kopi manis gue pilih fore,baru coba bbrp tp gue sebagai penikmat kopi manis gue pilih fore,baru coba bbrp tapi aku sebagai penikmat kopi manis aku pilih fore
04/2024,FORE. kalau kamu di jogja boleh cobain couvee sama cosan.,fore kalau kamu di jogja boleh cobain couvee sama cosan,fore kalau kamu di jogja boleh cobain couvee sama cosan
04/2024,fore & family sih,fore  family sih,fore family sih
04/2024,"fore, point, tuku, tomoro",fore point tuku tomoro,fore point tuku tomoro
04/2024,"Fore sama point sih, gatau kalau yang lainnya belum di coba",fore sama point sih gatau kalau yang lainnya belum di coba,fore sama point sih gatau kalau yang lainnya belum di coba
04/2024,fore atau ga kopi soe,fore atau ga kopi soe,fore atau tidak kopi soe
04/2024,fore ayo kita nikah bsk,fore ayo kita nikah bsk,fore ayo kita nikah besok
04/2024,1. Fore 2. Point coffe 3. Blm bisa milih karna masih ada yang blm aku cobain, fore  point coffe  blm bisa milih karna masih ada yang blm aku cobain,fore point coffe belum bisa milih karena masih ada yang belum aku cobain
04/2024,Kalau rasa: fore sama kulo. Yg gk enak: janji jiwa,kalau rasa fore sama kulo yg gk enak janji jiwa,kalau rasa fore sama kulo yang gk enak janji jiwa
04/2024,"fore, tuku, calf, top 3 besar",fore tuku calf top  besar,fore tuku calf top besar
04/2024,knp byk yg ga suka janji jiwa pdhl itu fav gueh 2nd is kopken trs fore tp fore manis sih,knp byk yg ga suka janji jiwa pdhl itu fav gueh nd is kopken trs fore tp fore manis sih,kenapa banyak yang tidak suka janji jiwa pdhl itu favorit gueh nd is kopi kenangan terus fore tapi fore manis sih
04/2024,Kalau sekali kali ga eman kok nder!!! xD memanjakan mulut merasakan fore menurut aku sebuah kesenangan jadi ga ada eman emannya!!!,kalau sekali kali ga eman kok nder xd memanjakan mulut merasakan fore menurut aku sebuah kesenangan jadi ga ada eman emannya,kalau sekali kali tidak eman kok nder xd memanjakan mulut merasakan fore menurut aku sebuah kesenangan jadi tidak ada eman emannya
04/2024,fore emng enak bet neng yo ora pendak dino nek pendak dino yo remuk bakule endog,fore emng enak bet neng yo ora pendak dino nek pendak dino yo remuk bakule endog,fore memang enak banget neng iya ora pendak dino nek pendak dino iya remuk bakule endog
04/2024,"Gw diajak ketemuan, ditanyain mau di cnb apa fore. Gw sengaja pilih fore krn ada disc pengguna baru",gw diajak ketemuan ditanyain mau di cnb apa fore gw sengaja pilih fore krn ada disc pengguna baru,saya diajak ketemuan ditanyain mau di cnb apa fore saya sengaja pilih fore karena ada diskon pengguna baru
04/2024,Fore bisanya d app nya banyak promo,fore bisanya d app nya banyak promo,fore bisanya di app nya banyak promo
04/2024,Emg fore tuh menurut gw mahal bgt tp worth karena rasanya seenak ituuu,emg fore tuh menurut gw mahal bgt tp worth karena rasanya seenak ituuu,memang fore tuh menurut saya mahal banget tapi worth karena rasanya seenak ituuu
04/2024,fore tapi beneran enak sih ya,fore tapi beneran enak sih ya,fore tapi beneran enak sih iya
04/2024,beli fore kalo promo huahahahah,beli fore kalo promo huahahahah,beli fore kalau promo huahahahah
04/2024,Emg klo bisa jgn sering2 beli fore sih,emg klo bisa jgn sering beli fore sih,memang kalau bisa jangan sering beli fore sih
04/2024,"Bener enak bgt fore, tpi klo beli sebulan hampir tiap minggu kerasa wak wkwkwkw",bener enak bgt fore tpi klo beli sebulan hampir tiap minggu kerasa wak wkwkwkw,benar enak banget fore tapi kalau beli sebulan hampir tiap minggu kerasa wak wkwkwkw
04/2024,Jogja dmn ya fore,jogja dmn ya fore,jogja dimana iya fore
04/2024,Gue uda coba Kopi kenangan caffe latte mmng enak bangett apalagi diminum dinginÂ² pas cuaca lagi panas bngt,gue uda coba kopi kenangan caffe latte mmng enak bangett apalagi diminum dingin pas cuaca lagi panas bngt,aku uda coba kopi kenangan caffe latte mmng enak bangett apalagi diminum dingin pas cuaca lagi panas banget
04/2024,"Baru aja beli. Tp kalo ke point ga pernah pesen aneh2 gmn2, antara flatwhite, coffee dolce atau frappe espresso",baru aja beli tp kalo ke point ga pernah pesen aneh gmn antara flatwhite coffee dolce atau frappe espresso,baru saja beli tapi kalau ke point tidak pernah pesen aneh gmn antara flatwhite coffee dolce atau frappe espresso
